id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
37775,88,retired,married,university.degree,no,yes,no,cellular,aug,mon,401,1,999,0,nonexistent,-2.9,92.201,-31.4,0.843,5076.2,0
17062,56,services,married,high.school,no,yes,yes,cellular,jul,fri,65,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
2542,38,blue-collar,married,basic.6y,no,no,no,telephone,may,tue,184,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
11786,59,services,married,high.school,unknown,yes,no,telephone,jun,fri,13,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
32952,29,blue-collar,married,basic.9y,no,yes,yes,cellular,may,mon,34,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0
39244,46,admin.,married,university.degree,no,no,no,telephone,mar,thu,184,1,3,1,success,-1.8,93.369,-34.8,0.65,5008.7,0
23621,41,technician,divorced,professional.course,no,yes,no,cellular,aug,thu,68,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
19380,48,admin.,married,university.degree,no,yes,no,cellular,aug,wed,203,7,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
36958,51,technician,married,professional.course,no,no,no,cellular,jul,thu,566,1,13,1,success,-2.9,92.469,-33.6,1.072,5076.2,1
38824,77,retired,married,unknown,no,yes,no,cellular,nov,fri,381,1,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,1
39348,78,retired,married,unknown,no,no,no,cellular,mar,thu,272,1,6,2,success,-1.8,93.369,-34.8,0.635,5008.7,1
22276,45,services,married,high.school,no,no,no,cellular,aug,thu,1026,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
24365,45,services,divorced,high.school,no,yes,no,cellular,nov,mon,86,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
15675,27,blue-collar,single,basic.9y,no,no,no,cellular,jul,mon,316,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
5734,34,blue-collar,married,basic.6y,no,no,yes,telephone,may,mon,99,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
21685,56,blue-collar,married,basic.4y,no,no,no,cellular,aug,tue,44,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
8509,39,services,married,high.school,unknown,yes,no,telephone,jun,wed,96,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
11385,48,retired,married,basic.4y,unknown,no,no,telephone,jun,fri,75,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
12096,30,entrepreneur,divorced,university.degree,no,no,no,telephone,jun,fri,101,5,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,0
37023,25,student,single,high.school,no,yes,no,cellular,jul,tue,112,1,999,1,failure,-2.9,92.469,-33.6,1.044,5076.2,0
28147,44,technician,married,unknown,no,yes,no,cellular,apr,mon,104,1,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,0
20096,33,admin.,single,university.degree,no,yes,no,cellular,aug,mon,172,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
679,39,management,divorced,university.degree,unknown,yes,no,telephone,may,tue,378,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
27397,34,management,single,university.degree,no,unknown,unknown,telephone,nov,fri,114,5,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
38242,36,admin.,married,university.degree,no,yes,yes,cellular,oct,mon,78,1,999,1,failure,-3.4,92.431,-26.9,0.743,5017.5,1
29805,40,blue-collar,married,basic.4y,no,no,no,cellular,apr,mon,687,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
1352,33,management,married,university.degree,no,no,no,telephone,may,thu,178,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
3902,43,technician,divorced,university.degree,unknown,no,no,telephone,may,mon,62,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
18588,44,admin.,divorced,university.degree,no,yes,no,cellular,jul,thu,155,11,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
7061,28,technician,divorced,high.school,no,yes,no,telephone,may,thu,206,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
30093,28,blue-collar,single,basic.9y,no,no,no,cellular,apr,mon,218,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,0
9236,48,blue-collar,married,basic.6y,no,unknown,unknown,telephone,jun,fri,52,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
12371,40,blue-collar,married,basic.9y,no,no,no,telephone,jul,fri,304,3,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0
17480,57,admin.,married,university.degree,no,no,yes,cellular,jul,mon,231,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
22189,29,admin.,single,university.degree,no,no,no,cellular,aug,thu,117,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
34432,46,services,married,high.school,no,no,no,cellular,may,thu,107,4,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0
18901,45,blue-collar,married,basic.6y,unknown,no,no,cellular,aug,mon,160,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0
26008,43,admin.,married,university.degree,no,no,no,cellular,nov,wed,748,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
4554,35,admin.,divorced,university.degree,no,no,no,telephone,may,tue,94,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
11272,55,management,married,professional.course,unknown,yes,yes,telephone,jun,thu,368,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
7810,44,self-employed,divorced,high.school,no,yes,no,telephone,jun,mon,123,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
22940,36,housemaid,married,basic.4y,no,no,no,cellular,aug,mon,73,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
32537,44,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,199,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
36075,39,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,136,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
19755,37,technician,married,professional.course,no,no,no,cellular,aug,fri,188,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
16204,28,admin.,married,high.school,no,unknown,unknown,cellular,jul,tue,502,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
29598,29,blue-collar,married,basic.6y,no,no,no,cellular,apr,mon,84,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
4367,56,management,married,unknown,no,yes,no,telephone,may,tue,102,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
19644,30,technician,single,university.degree,unknown,yes,no,cellular,aug,thu,108,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
4238,25,admin.,married,high.school,no,no,yes,telephone,may,tue,125,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
33386,28,admin.,single,basic.9y,no,no,yes,cellular,may,tue,549,1,10,1,success,-1.8,92.893,-46.2,1.291,5099.1,1
23301,46,admin.,married,university.degree,unknown,yes,no,cellular,aug,wed,116,9,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
23215,52,blue-collar,married,high.school,no,yes,no,cellular,aug,tue,454,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
23901,50,management,married,university.degree,no,no,no,cellular,aug,fri,299,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
35493,31,admin.,married,university.degree,no,no,no,cellular,may,mon,213,1,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0
11467,40,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,231,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
8990,30,blue-collar,single,basic.9y,unknown,no,no,telephone,jun,thu,420,4,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
17188,57,admin.,single,unknown,no,yes,no,cellular,jul,fri,153,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
10613,32,self-employed,married,basic.9y,no,unknown,unknown,telephone,jun,tue,120,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
18168,48,services,married,basic.6y,no,no,no,cellular,jul,wed,69,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
33799,33,services,married,high.school,no,yes,no,cellular,may,wed,1512,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,1
30832,47,entrepreneur,married,unknown,unknown,yes,no,cellular,may,tue,197,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
22145,42,admin.,married,university.degree,no,yes,no,cellular,aug,thu,121,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
26437,36,management,married,university.degree,no,yes,no,cellular,nov,thu,302,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
11640,28,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,fri,652,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
548,34,admin.,single,university.degree,no,yes,yes,telephone,may,tue,26,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
1104,60,services,married,unknown,no,yes,no,telephone,may,wed,333,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
18374,37,entrepreneur,divorced,high.school,no,yes,no,cellular,jul,thu,812,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,1
17787,57,admin.,single,university.degree,no,yes,no,cellular,jul,tue,69,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
11952,30,services,married,high.school,no,yes,no,telephone,jun,tue,62,5,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
29517,36,services,single,high.school,no,yes,no,cellular,apr,mon,142,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
16575,26,services,single,high.school,no,unknown,unknown,telephone,jul,wed,588,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
9319,33,technician,married,professional.course,no,yes,no,telephone,jun,fri,350,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
20328,54,self-employed,married,basic.9y,no,no,no,cellular,aug,mon,48,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
948,52,technician,married,high.school,no,yes,no,telephone,may,wed,530,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
20692,52,blue-collar,married,basic.4y,no,no,no,cellular,aug,wed,269,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
30199,53,technician,married,university.degree,no,no,yes,cellular,apr,thu,126,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
28623,55,admin.,married,high.school,no,yes,no,cellular,apr,wed,140,3,999,1,failure,-1.8,93.075,-47.1,1.415,5099.1,0
22253,32,technician,married,professional.course,no,no,no,cellular,aug,thu,172,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
39307,26,admin.,married,unknown,no,no,no,cellular,mar,thu,359,1,999,1,failure,-1.8,93.369,-34.8,0.643,5008.7,0
16820,33,technician,single,basic.9y,no,no,no,cellular,jul,thu,142,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
27011,54,retired,divorced,university.degree,no,no,yes,cellular,nov,fri,138,6,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
21277,54,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,mon,143,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
5008,54,technician,married,professional.course,no,yes,no,telephone,may,wed,150,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
448,57,technician,married,basic.4y,unknown,no,no,telephone,may,tue,101,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
20943,48,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,thu,240,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
11209,52,blue-collar,married,unknown,unknown,yes,no,telephone,jun,thu,118,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
27970,44,blue-collar,single,basic.4y,no,yes,no,cellular,mar,tue,1530,2,999,0,nonexistent,-1.8,92.843,-50,1.51,5099.1,1
26831,33,services,married,high.school,unknown,no,no,cellular,nov,thu,130,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
40324,31,student,single,unknown,no,no,no,cellular,aug,mon,397,2,999,1,failure,-1.7,94.027,-38.3,0.898,4991.6,0
9364,41,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,fri,201,6,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
14504,31,technician,single,professional.course,no,yes,no,cellular,jul,tue,350,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
7535,54,admin.,married,basic.4y,unknown,unknown,unknown,telephone,may,fri,296,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
32945,36,admin.,married,high.school,no,yes,yes,cellular,may,mon,142,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
7611,49,entrepreneur,married,university.degree,unknown,yes,yes,telephone,may,fri,65,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
28384,37,technician,divorced,professional.course,no,yes,no,cellular,apr,thu,241,1,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,0
7365,36,admin.,single,university.degree,no,no,no,telephone,may,fri,147,5,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
26965,30,technician,single,university.degree,no,no,no,cellular,nov,thu,59,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
1127,34,services,married,high.school,no,no,no,telephone,may,wed,122,5,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
2780,42,blue-collar,divorced,basic.6y,unknown,no,no,telephone,may,wed,116,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
20791,37,admin.,married,university.degree,no,no,no,cellular,aug,wed,356,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
1799,45,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,275,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
35425,45,blue-collar,single,high.school,unknown,no,no,cellular,may,mon,9,4,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
26473,31,services,married,high.school,no,no,no,cellular,nov,thu,62,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
23392,47,technician,married,university.degree,no,yes,no,cellular,aug,wed,184,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
2387,53,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,609,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
19418,45,blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,61,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
14013,50,admin.,divorced,basic.9y,no,no,no,cellular,jul,fri,452,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
29228,34,technician,married,university.degree,no,no,no,cellular,apr,fri,772,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
22032,55,blue-collar,married,professional.course,no,yes,no,cellular,aug,wed,252,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
14322,31,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,250,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
20106,35,technician,single,professional.course,no,no,no,cellular,aug,mon,166,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
13207,32,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,wed,285,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
40752,33,technician,single,university.degree,no,yes,no,cellular,sep,thu,463,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,1
6066,40,admin.,single,high.school,no,no,no,telephone,may,tue,371,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
3512,32,services,married,high.school,unknown,yes,no,telephone,may,thu,177,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
39259,27,services,single,university.degree,no,no,no,cellular,mar,fri,212,1,999,0,nonexistent,-1.8,93.369,-34.8,0.649,5008.7,1
11633,58,blue-collar,married,unknown,no,yes,no,telephone,jun,fri,29,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
39260,27,services,single,university.degree,no,yes,no,cellular,mar,fri,229,3,999,1,failure,-1.8,93.369,-34.8,0.649,5008.7,1
16225,27,admin.,single,university.degree,unknown,no,no,cellular,jul,tue,137,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
7556,33,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,33,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
25743,40,management,married,professional.course,no,yes,no,cellular,nov,wed,162,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
7816,46,entrepreneur,married,basic.9y,no,no,no,telephone,jun,mon,245,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
19014,52,technician,divorced,university.degree,no,no,yes,cellular,aug,tue,86,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
24515,32,services,married,basic.4y,no,yes,yes,cellular,nov,mon,111,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
38532,34,unknown,single,university.degree,no,yes,no,telephone,oct,wed,182,2,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,0
5758,47,services,married,high.school,unknown,yes,no,telephone,may,mon,147,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
20672,42,admin.,married,university.degree,no,no,no,cellular,aug,wed,58,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
6695,53,technician,married,professional.course,unknown,no,no,telephone,may,wed,864,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,1
31502,41,blue-collar,married,basic.4y,no,yes,no,cellular,may,wed,187,8,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
37756,79,housemaid,married,basic.4y,no,no,no,cellular,aug,fri,126,1,3,2,success,-2.9,92.201,-31.4,0.849,5076.2,1
34106,24,housemaid,married,basic.9y,no,no,no,cellular,may,wed,45,4,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
2263,38,blue-collar,married,basic.6y,no,yes,no,telephone,may,tue,147,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
7802,46,admin.,married,university.degree,unknown,no,no,telephone,jun,mon,230,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
34430,31,entrepreneur,single,university.degree,no,yes,no,cellular,may,thu,633,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1
3260,58,self-employed,married,university.degree,no,no,no,telephone,may,thu,136,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
27292,55,admin.,married,unknown,unknown,no,no,cellular,nov,fri,142,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
29173,38,technician,single,university.degree,no,no,no,cellular,apr,fri,301,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
8273,35,self-employed,married,basic.9y,no,no,yes,telephone,jun,tue,227,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
3871,32,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,230,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
31764,32,admin.,married,high.school,no,no,yes,cellular,may,thu,142,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0
1774,34,technician,married,professional.course,no,no,yes,telephone,may,fri,388,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
14051,35,blue-collar,married,basic.6y,no,no,no,cellular,jul,fri,165,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
2840,39,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,829,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
33797,24,services,single,high.school,no,no,no,cellular,may,wed,46,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
29679,46,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,mon,72,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
2615,34,entrepreneur,married,professional.course,no,no,no,telephone,may,tue,87,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
27859,50,admin.,divorced,university.degree,no,yes,no,cellular,mar,tue,136,19,999,0,nonexistent,-1.8,92.843,-50,1.614,5099.1,0
39854,59,unemployed,married,basic.4y,no,yes,no,cellular,jun,mon,614,1,6,2,success,-1.7,94.055,-39.8,0.72,4991.6,1
8369,51,technician,married,professional.course,no,no,yes,telephone,jun,tue,72,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
24805,51,admin.,married,high.school,no,no,no,cellular,nov,tue,132,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
19944,45,management,married,university.degree,no,yes,no,cellular,aug,fri,156,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
17242,41,admin.,married,basic.9y,unknown,no,no,telephone,jul,fri,259,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
22502,29,admin.,single,university.degree,no,yes,no,cellular,aug,fri,268,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
12718,35,blue-collar,single,unknown,no,yes,no,telephone,jul,mon,564,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
20465,41,technician,married,professional.course,no,no,no,cellular,aug,tue,131,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
1511,40,services,married,basic.9y,unknown,no,no,telephone,may,thu,13,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
29020,40,blue-collar,single,basic.6y,unknown,no,no,cellular,apr,fri,289,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
22242,41,technician,married,professional.course,no,no,yes,cellular,aug,thu,898,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
5281,41,technician,married,professional.course,no,no,no,telephone,may,fri,216,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
14701,56,admin.,married,basic.4y,no,yes,no,cellular,jul,tue,118,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
38352,34,management,married,university.degree,no,yes,no,cellular,oct,fri,87,1,2,1,success,-3.4,92.431,-26.9,0.739,5017.5,0
34213,52,admin.,married,university.degree,no,no,no,cellular,may,wed,429,3,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,1
29610,26,blue-collar,single,basic.9y,no,no,no,cellular,apr,mon,586,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
7215,44,blue-collar,divorced,basic.6y,unknown,yes,no,telephone,may,thu,318,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
37137,72,retired,divorced,university.degree,no,no,no,cellular,aug,tue,370,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0
30292,47,blue-collar,married,high.school,no,no,no,cellular,apr,thu,439,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
15376,27,services,single,high.school,no,yes,no,cellular,jul,fri,71,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
1792,34,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,24,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
13698,54,blue-collar,married,high.school,no,yes,no,telephone,jul,thu,445,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
20515,32,technician,single,university.degree,no,yes,no,cellular,aug,tue,114,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
16857,43,blue-collar,single,basic.9y,no,no,no,cellular,jul,thu,386,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
39527,24,student,single,basic.9y,no,yes,no,cellular,apr,tue,345,1,999,0,nonexistent,-1.8,93.749,-34.6,0.646,5008.7,0
32150,37,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,65,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0
23405,47,technician,married,professional.course,unknown,no,no,cellular,aug,wed,18,15,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
13723,46,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,thu,155,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
40579,35,services,married,university.degree,no,yes,no,telephone,sep,thu,8,1,999,0,nonexistent,-1.1,94.199,-37.5,0.884,4963.6,0
35154,31,admin.,single,high.school,no,no,no,cellular,may,fri,80,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
20191,29,admin.,married,university.degree,no,no,no,cellular,aug,mon,63,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
38931,48,management,divorced,university.degree,no,yes,no,cellular,nov,wed,208,1,3,1,success,-3.4,92.649,-30.1,0.716,5017.5,1
9015,46,admin.,divorced,university.degree,no,no,no,telephone,jun,thu,353,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
8948,39,admin.,married,high.school,unknown,yes,no,telephone,jun,thu,1084,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
27863,60,management,single,university.degree,no,yes,yes,cellular,mar,wed,194,1,999,0,nonexistent,-1.8,92.843,-50,1.602,5099.1,1
25190,44,management,single,university.degree,no,yes,no,cellular,nov,tue,120,2,999,1,failure,-0.1,93.2,-42,4.153,5195.8,0
9519,31,blue-collar,single,unknown,no,yes,no,telephone,jun,mon,400,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
22209,39,housemaid,married,basic.4y,no,no,no,cellular,aug,thu,183,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
16129,39,technician,married,professional.course,no,no,yes,cellular,jul,tue,90,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
31518,42,services,married,high.school,no,yes,no,cellular,may,wed,337,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
18235,36,admin.,divorced,university.degree,unknown,yes,yes,cellular,jul,wed,123,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
7157,54,retired,divorced,basic.4y,no,yes,no,telephone,may,thu,77,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
15163,39,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,388,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
2303,57,blue-collar,married,basic.4y,unknown,no,yes,telephone,may,tue,500,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
41082,48,admin.,married,high.school,no,no,no,telephone,nov,tue,301,1,999,2,failure,-1.1,94.767,-50.8,1.049,4963.6,0
18065,28,self-employed,married,university.degree,no,yes,no,cellular,jul,wed,695,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
17836,43,admin.,married,university.degree,no,yes,no,telephone,jul,tue,145,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
6768,59,entrepreneur,married,basic.9y,no,yes,yes,telephone,may,wed,429,10,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
8967,36,blue-collar,single,basic.9y,no,yes,no,telephone,jun,thu,21,10,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
